"Periodo";"Municipios";"Sexo";"Edad";"Valor"
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";3362
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";4009
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";3582
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";3693
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 25 a 29 años";4234
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 30 a 34 años";4950
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";6288
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";6861
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";6447
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";4001
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";5846
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";5119
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";4552
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";5028
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";4476
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";3356
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";2194
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";1016
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"De 90 a 94 años";332
"1 de enero de 2017";"03133 - Torrevieja";"Ambos sexos";"Total";79406
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"95 y más años";21
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";1745
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";2069
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";1854
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";1919
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";2146
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";2443
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";3262
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";3561
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";3339
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";2100
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";2954
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";2543
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";2130
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";2404
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";2136
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";1570
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";1010
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";405
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"De 90 a 94 años";104
"1 de enero de 2017";"03133 - Torrevieja";"Hombres";"Total";39713
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"95 y más años";38
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1617
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";1940
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1728
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";1774
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";2088
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";2507
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";3026
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 40 a 44 años";3300
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 45 a 49 años";3109
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 5 a 9 años";1901
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 50 a 54 años";2892
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 55 a 59 años";2576
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 60 a 64 años";2422
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 65 a 69 años";2624
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 70 a 74 años";2340
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 75 a 79 años";1786
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 80 a 84 años";1183
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 85 a 89 años";611
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"De 90 a 94 años";229
"1 de enero de 2017";"03133 - Torrevieja";"Mujeres";"Total";39693
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"95 y más años";82
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";3293
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";4014
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";3598
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";3648
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 25 a 29 años";4079
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 30 a 34 años";4706
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";5930
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";6741
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";6408
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";3912
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";5937
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";5281
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";4675
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";5000
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";4907
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";3476
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";2327
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";1149
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"De 90 a 94 años";354
"1 de enero de 2018";"03133 - Torrevieja";"Ambos sexos";"Total";79518
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"95 y más años";22
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";1699
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";2038
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";1897
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";1867
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";2113
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";2297
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";2991
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";3516
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";3297
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";2074
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";3002
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";2575
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";2193
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";2402
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";2346
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";1632
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";1068
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";460
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"De 90 a 94 años";114
"1 de enero de 2018";"03133 - Torrevieja";"Hombres";"Total";39602
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"95 y más años";60
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1594
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";1976
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1702
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";1781
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";1966
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";2409
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";2940
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 40 a 44 años";3225
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 45 a 49 años";3111
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 5 a 9 años";1838
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 50 a 54 años";2935
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 55 a 59 años";2707
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 60 a 64 años";2481
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 65 a 69 años";2598
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 70 a 74 años";2560
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 75 a 79 años";1845
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 80 a 84 años";1259
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 85 a 89 años";689
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"De 90 a 94 años";240
"1 de enero de 2018";"03133 - Torrevieja";"Mujeres";"Total";39916
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"95 y más años";79
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";3302
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";4076
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";3783
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";3710
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 25 a 29 años";4064
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 30 a 34 años";4709
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";5771
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";6672
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";6583
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";3745
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";6059
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";5389
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";4772
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";5056
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";5090
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";3636
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";2524
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";1246
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"De 90 a 94 años";385
"1 de enero de 2019";"03133 - Torrevieja";"Ambos sexos";"Total";80652
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"95 y más años";19
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";1706
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";2078
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";1957
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";1909
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";2110
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";2323
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";2831
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";3424
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";3401
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";2003
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";3081
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";2596
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";2230
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";2412
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";2442
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";1675
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";1158
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";522
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"De 90 a 94 años";121
"1 de enero de 2019";"03133 - Torrevieja";"Hombres";"Total";39998
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"95 y más años";60
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1597
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";1998
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1826
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";1801
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";1954
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";2386
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";2939
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 40 a 44 años";3248
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 45 a 49 años";3182
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 5 a 9 años";1742
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 50 a 54 años";2978
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 55 a 59 años";2793
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 60 a 64 años";2542
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 65 a 69 años";2644
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 70 a 74 años";2648
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 75 a 79 años";1961
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 80 a 84 años";1365
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 85 a 89 años";724
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"De 90 a 94 años";265
"1 de enero de 2019";"03133 - Torrevieja";"Mujeres";"Total";40654
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"95 y más años";96
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";3240
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";4219
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";3934
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";3835
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 25 a 29 años";4190
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 30 a 34 años";4625
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";5642
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";6612
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";6653
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";3811
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";6187
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";5684
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";4962
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";5119
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";5159
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";3928
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";2583
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";1374
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"De 90 a 94 años";430
"1 de enero de 2020";"03133 - Torrevieja";"Ambos sexos";"Total";82283
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"95 y más años";25
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";1668
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";2179
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";2039
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";1951
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";2182
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";2301
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";2701
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";3353
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";3357
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";2039
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";3101
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";2755
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";2322
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";2420
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";2469
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";1854
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";1162
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";588
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"De 90 a 94 años";134
"1 de enero de 2020";"03133 - Torrevieja";"Hombres";"Total";40600
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"95 y más años";71
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1573
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";2040
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1895
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";1884
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";2007
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";2324
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";2941
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 40 a 44 años";3259
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 45 a 49 años";3296
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 5 a 9 años";1772
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 50 a 54 años";3086
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 55 a 59 años";2929
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 60 a 64 años";2639
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 65 a 69 años";2699
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 70 a 74 años";2689
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 75 a 79 años";2074
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 80 a 84 años";1421
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 85 a 89 años";786
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"De 90 a 94 años";296
"1 de enero de 2020";"03133 - Torrevieja";"Mujeres";"Total";41683
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"95 y más años";97
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";3158
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";4353
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";3956
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";3889
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 25 a 29 años";4186
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 30 a 34 años";4663
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 35 a 39 años";5516
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 40 a 44 años";6606
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 45 a 49 años";6705
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 5 a 9 años";3729
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 50 a 54 años";6349
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 55 a 59 años";5881
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 60 a 64 años";5256
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 65 a 69 años";5242
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 70 a 74 años";5254
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 75 a 79 años";4144
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 80 a 84 años";2775
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 85 a 89 años";1509
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"De 90 a 94 años";472
"1 de enero de 2021";"03133 - Torrevieja";"Ambos sexos";"Total";83740
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"95 y más años";28
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 0 a 4 años";1630
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 10 a 14 años";2247
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 15 a 19 años";2035
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 20 a 24 años";1969
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 25 a 29 años";2150
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 30 a 34 años";2376
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 35 a 39 años";2644
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 40 a 44 años";3292
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 45 a 49 años";3357
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 5 a 9 años";1956
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 50 a 54 años";3189
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 55 a 59 años";2861
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 60 a 64 años";2493
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 65 a 69 años";2454
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 70 a 74 años";2516
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 75 a 79 años";1985
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 80 a 84 años";1240
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 85 a 89 años";646
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"De 90 a 94 años";148
"1 de enero de 2021";"03133 - Torrevieja";"Hombres";"Total";41216
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"95 y más años";69
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 0 a 4 años";1528
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 10 a 14 años";2106
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 15 a 19 años";1921
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 20 a 24 años";1920
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 25 a 29 años";2036
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 30 a 34 años";2287
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 35 a 39 años";2872
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 40 a 44 años";3314
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 45 a 49 años";3348
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 5 a 9 años";1773
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 50 a 54 años";3160
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 55 a 59 años";3020
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 60 a 64 años";2763
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 65 a 69 años";2788
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 70 a 74 años";2738
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 75 a 79 años";2159
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 80 a 84 años";1535
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 85 a 89 años";863
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"De 90 a 94 años";324
"1 de enero de 2021";"03133 - Torrevieja";"Mujeres";"Total";42524
"1 de julio de 2012";"03133 - Torrevieja";"Ambos sexos";"95 y más años";85
"1 de julio de 2012";"03133 - Torrevieja";"Ambos sexos";"De 0 a 4 años";3784
"1 de julio de 2012";"03133 - Torrevieja";"Ambos sexos";"De 10 a 14 años";3711
"1 de julio de 2012";"03133 - Torrevieja";"Ambos sexos";"De 15 a 19 años";3840
"1 de julio de 2012";"03133 - Torrevieja";"Ambos sexos";"De 20 a 24 años";4301
